time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-11-04 09:55:58.885 UTC, ,125,3157813,824,11960, , ,3, ,17,3,0.18, , , , , , , ,3,3, ,2, ,2,1,5, ,16,7, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , ,1,31, , , , , , , , , , , , , , , , , , , , , , , , ,1509789358450,3145728, , , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,114688,26, , , , , , , , ,1,9,16210640,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 09:56:20.661 UTC, ,125,3158957,952,13104, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,2, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509789358450,3145728, , , ,2,0, , , ,1, , , ,3, , , , ,2,1, , , , , , ,6144,3, , , , , , , , , , ,16396856,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 10:03:04.607 UTC, ,125,3157893,824,11960,80, ,3, ,18,3,0.17, , , , , , , ,3,3, ,2, ,2,1,5, ,17,8, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , ,1,31, , , , , , , , , , , , , , , , , , , , , , , , ,1509789784119,3145728, , , ,16,0, , , ,3, , , ,3, , , , ,16,1,2048,1, , , , ,118784,28, , , , , , , , ,1,10,16155800,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 10:03:39.851 UTC, ,125,3158957,952,13104, , ,3, ,1, , , , , , , , , ,3,3, , , ,2,1,5, ,1,1, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509789784119,3145728, , , ,1,0, , , , , , , ,3, , , , ,1,1, , , , , , ,2048,1, , , , , , , , , , ,16673896,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:44:38.687 UTC, ,125,3157893,824,11960,80, ,3, ,18,3,0.17, , , , , , , ,3,3, ,2, ,2,1,5, ,16,7, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , ,1,31, , , , , , , , , , , , , , , , , , , , , , , , ,1509803078139,3145728, , , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,114688,26, , , , , , , , ,1,14,15133304,1, , , , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:45:34.078 UTC, ,125,3158957,952,13104, , ,3, ,1, , , , , , , , , ,3,3, , , ,2,1,5, ,2,2, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509803078139,3145728, , , ,2,0, , , ,1, , , ,3, , , , ,2,1, , , , , , ,6144,3, , , , , , , , , , ,15651504,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:46:20.688 UTC, ,125,3157813,824,11960, , ,3, ,17,3,0.18, , , , , , , ,3,3, ,2, ,2,1,5, ,16,7, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , ,1,31, , , , , , , , , , , , , , , , , , , , , , , , ,1509803180272,3145728, , , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,114688,26, , , , , , , , ,1,11,16143192,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:47:20.694 UTC, ,125,3159069,952,13104,112, ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,2, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509803180272,3145728, , , ,2,0, , , ,1, , , ,3, , , , ,2,1, , , , , , ,6144,3, , , , , , , , , , ,16329408,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:48:20.715 UTC, ,125,3159069,952,13104,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509803180272,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16505384,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:49:20.723 UTC, ,125,3159069,952,13104,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509803180272,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16505384,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:49:38.354 UTC, ,125,3157813,824,11960, , ,3, ,17,3,0.18, , , , , , , ,3,3, ,2, ,2,1,5, ,16,7, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , ,1,31, , , , , , , , , , , , , , , , , , , , , , , , ,1509803377929,3145728, , , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,114688,26, , , , , , , , ,1,12,16188608,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:50:38.365 UTC, ,125,3159069,952,13104,112, ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,2, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509803377929,3145728, , , ,2,0, , , ,1, , , ,3, , , , ,2,1, , , , , , ,6144,3, , , , , , , , , , ,16374824,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:51:38.374 UTC, ,125,3159069,952,13104,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509803377929,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16550800,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:52:38.388 UTC, ,125,3159069,952,13104,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509803377929,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,16550800,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:52:41.175 UTC, ,125,3157813,824,11960, , ,3, ,17,3,0.18, , , , , , , ,3,3, ,2, ,2,1,5, ,16,7, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , ,1,31, , , , , , , , , , , , , , , , , , , , , , , , ,1509803560756,3145728, , , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,114688,26, , , , , , , , ,1,13,16189232,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-04 13:52:44.427 UTC, ,125,3158957,952,13104, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,2, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509803560756,3145728, , , ,2,0, , , ,1, , , ,3, , , , ,2,1, , , , , , ,6144,3, , , , , , , , , , ,16375448,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-05 06:52:44.652 UTC, ,125,3157813,824,11960, , ,3, ,17,3,0.18, , , , , , , ,3,3, ,2, ,2,1,5, ,16,7, , , , , , , , , , , , , ,2010,2, ,1299, , , , , ,36,36, , , , , ,1,31, , , , , , , , , , , , , , , , , , , , , , , , ,1509864763960,3145728, , , ,15,0, , , ,2, , , ,3, , , , ,15, ,2048,1, , , , ,114688,26, , , , , , , , ,1,12,17177736,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
